Term,Parent
至關重要,loyalty_viceP3
批評性 ,loyalty_viceP3
關鍵性,loyalty_viceP3
至關重要嘅,loyalty_viceP3
批評性嘅 ,loyalty_viceP3
危急嘅,loyalty_viceP3
謹嚴的,loyalty_viceP3
挑剔的,loyalty_viceP3
決定性的,loyalty_viceP3
leaked,loyalty_viceP3
洩露,loyalty_viceP3
外洩,loyalty_viceP3
洩密,loyalty_viceP3
洩露嘅,loyalty_viceP3
洩漏嘅,loyalty_viceP3
洩密嘅,loyalty_viceP3
doubt,loyalty_viceP3
猜疑,loyalty_viceP3
存疑,loyalty_viceP3
不確定,loyalty_viceP3
懷疑嘅,loyalty_viceP3
hateful,loyalty_viceP3
仇恨,loyalty_viceP3
憎嫌,loyalty_viceP3
令人非常討厭的,loyalty_viceP3
可惡的,loyalty_viceP3
reject,loyalty_viceP3
拒收,loyalty_viceP3
食檸檬,loyalty_viceP3
rejected,loyalty_viceP3
被拒,loyalty_viceP3
不被接納,loyalty_viceP3
被否決,loyalty_viceP3
被摒棄,loyalty_viceP3
唔被接納,loyalty_viceP3
bias,loyalty_viceP3
偏袒,loyalty_viceP3
偏向,loyalty_viceP3
偏心,loyalty_viceP3
偏重,loyalty_viceP3
成見,loyalty_viceP3
傾向,loyalty_viceP3
偏愛,loyalty_viceP3
有有色眼鏡,loyalty_viceP3
suspected,loyalty_viceP3
嫌疑,loyalty_viceP3
疑似,loyalty_viceP3
被懷疑的,loyalty_viceP3
被懷疑,loyalty_viceP3
被人懷疑,loyalty_viceP3
ignored,loyalty_viceP3
忽略 ,loyalty_viceP3
忽視,loyalty_viceP3
無視,loyalty_viceP3
漠視,loyalty_viceP3
置之不理,loyalty_viceP3
ban,loyalty_viceP3
唔比,loyalty_viceP3
conspiracy,loyalty_viceP3
陰謀,loyalty_viceP3
陰謀論,loyalty_viceP3
同謀,loyalty_viceP3
共謀,loyalty_viceP3
blame,loyalty_viceP3
指摘,loyalty_viceP3
歸咎於,loyalty_viceP3
怪責,loyalty_viceP3
怪罪,loyalty_viceP3
doubts,loyalty_viceP3
疑心,loyalty_viceP3
疑團,loyalty_viceP3
疑點,loyalty_viceP3
angry,loyalty_viceP3
發火,loyalty_viceP3
發嬲,loyalty_viceP3
激氣,loyalty_viceP3
嬲爆,loyalty_viceP3
argument,loyalty_viceP3
理由,loyalty_viceP3
論點,loyalty_viceP3
offenses,loyalty_viceP3
犯事,loyalty_viceP3
做錯嘢 ,loyalty_viceP3
過界,loyalty_viceP3
失禮,loyalty_viceP3
accusing,loyalty_viceP3
hatred,loyalty_viceP3
仇恨 ,loyalty_viceP3
厭惡 ,loyalty_viceP3
恨意,loyalty_viceP3
warnings,loyalty_viceP3
預警,loyalty_viceP3
注意事項,loyalty_viceP3
disappointed,loyalty_viceP3
失望,loyalty_viceP3
令人失望,loyalty_viceP3
令人感到失望,loyalty_viceP3
感到失望,loyalty_viceP3
失意,loyalty_viceP3
大失所望,loyalty_viceP3
affected,loyalty_viceP3
受影響,loyalty_viceP3
受牽連 ,loyalty_viceP3
被影響,loyalty_viceP3
forgotten,loyalty_viceP3
不記得,loyalty_viceP3
記不起,loyalty_viceP3
被遺忘,loyalty_viceP3
argued,loyalty_viceP3
表明,loyalty_viceP3
拗紛,loyalty_viceP3
havoc,loyalty_viceP3
大破壞,loyalty_viceP3
混亂,loyalty_viceP3
浩劫,loyalty_viceP3
大的災難,loyalty_viceP3
大騷動,loyalty_viceP3
蹂躪,loyalty_viceP3
摧殘,loyalty_viceP3
attacker,loyalty_viceP3
侵略者,loyalty_viceP3
進攻者,loyalty_viceP3
抨擊者,loyalty_viceP3
進攻隊員,loyalty_viceP3
aggressive,loyalty_viceP3
激進,loyalty_viceP3
侵略性 ,loyalty_viceP3
衝動,loyalty_viceP3
好鬥 ,loyalty_viceP3
狂暴,loyalty_viceP3
侵犯的,loyalty_viceP3
挑釁的,loyalty_viceP3
有進取精神的,loyalty_viceP3
有幹勁的,loyalty_viceP3
hard,loyalty_viceP3
辛苦,loyalty_viceP3
費力 ,loyalty_viceP3
硬的,loyalty_viceP3
堅固的,loyalty_viceP3
猛力的,loyalty_viceP3
刻苦的,loyalty_viceP3
難受的,loyalty_viceP3
rejection,loyalty_viceP3
退回,loyalty_viceP3
剔除,loyalty_viceP3
厭棄,loyalty_viceP3
廢棄 ,loyalty_viceP3
排斥 ,loyalty_viceP3
unclear,loyalty_viceP3
不清楚,loyalty_viceP3
模糊,loyalty_viceP3
含糊,loyalty_viceP3
混淆,loyalty_viceP3
不太明白,loyalty_viceP3
criticism,loyalty_viceP3
argue,loyalty_viceP3
burden,loyalty_viceP3
負擔,loyalty_viceP3
重擔,loyalty_viceP3
負荷,loyalty_viceP3
重負,loyalty_viceP3
betrayal,loyalty_viceP3
背叛,loyalty_viceP3
出賣,loyalty_viceP3
背信棄義,loyalty_viceP3
不忠,loyalty_viceP3
出賣的行為,loyalty_viceP3
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
